library,category,file_path,iteration,duration_us,status,expected_text,decoded_text
zbar,decoding,./qrcodes/decoding/v3VCard-BasicWikipedia.png,1,12276,Correct,"BEGIN:VCARD
VERSION:3.0
N:Gump;Forrest
FN:Forrest Gump12.01
ORG:Bubba Gump Shrimp Co.
TITLE:Shrimp Man
PHOTO;VALUE=URL;TYPE=PNG:http://www.printbusinesscards.com/w/images/classic/pbc_header_logo.png
TEL;TYPE=WORK,VOICE:(111) 555-1212
TEL;TYPE=HOME,VOICE:(404) 555-1212
ADR;TYPE=WORK:;;100 Waters Edge;Baytown;LA;30314;United States of America
LABEL;TYPE=WORK:100 Waters Edge\nBaytown, LA 30314\nUnited States of America
ADR;TYPE=HOME:;;42 Plantation St.;Baytown;LA;30314;United States of America
LABEL;TYPE=HOME:42 Plantation St.\nBaytown, LA 30314\nUnited States of America
EMAIL;TYPE=PREF,INTERNET:forrestgump@example.com
REV:20080424T195243Z
END:VCARD","BEGIN:VCARD
VERSION:3.0
N:Gump;Forrest
FN:Forrest Gump12.01
ORG:Bubba Gump Shrimp Co.
TITLE:Shrimp Man
PHOTO;VALUE=URL;TYPE=PNG:http://www.printbusinesscards.com/w/images/classic/pbc_header_logo.png
TEL;TYPE=WORK,VOICE:(111) 555-1212
TEL;TYPE=HOME,VOICE:(404) 555-1212
ADR;TYPE=WORK:;;100 Waters Edge;Baytown;LA;30314;United States of America
LABEL;TYPE=WORK:100 Waters Edge\nBaytown, LA 30314\nUnited States of America
ADR;TYPE=HOME:;;42 Plantation St.;Baytown;LA;30314;United States of America
LABEL;TYPE=HOME:42 Plantation St.\nBaytown, LA 30314\nUnited States of America
EMAIL;TYPE=PREF,INTERNET:forrestgump@example.com
REV:20080424T195243Z
END:VCARD
"
zbar,decoding,./qrcodes/decoding/v3VCard-BasicWikipedia.png,2,12409,Correct,"BEGIN:VCARD
VERSION:3.0
N:Gump;Forrest
FN:Forrest Gump12.01
ORG:Bubba Gump Shrimp Co.
TITLE:Shrimp Man
PHOTO;VALUE=URL;TYPE=PNG:http://www.printbusinesscards.com/w/images/classic/pbc_header_logo.png
TEL;TYPE=WORK,VOICE:(111) 555-1212
TEL;TYPE=HOME,VOICE:(404) 555-1212
ADR;TYPE=WORK:;;100 Waters Edge;Baytown;LA;30314;United States of America
LABEL;TYPE=WORK:100 Waters Edge\nBaytown, LA 30314\nUnited States of America
ADR;TYPE=HOME:;;42 Plantation St.;Baytown;LA;30314;United States of America
LABEL;TYPE=HOME:42 Plantation St.\nBaytown, LA 30314\nUnited States of America
EMAIL;TYPE=PREF,INTERNET:forrestgump@example.com
REV:20080424T195243Z
END:VCARD","BEGIN:VCARD
VERSION:3.0
N:Gump;Forrest
FN:Forrest Gump12.01
ORG:Bubba Gump Shrimp Co.
TITLE:Shrimp Man
PHOTO;VALUE=URL;TYPE=PNG:http://www.printbusinesscards.com/w/images/classic/pbc_header_logo.png
TEL;TYPE=WORK,VOICE:(111) 555-1212
TEL;TYPE=HOME,VOICE:(404) 555-1212
ADR;TYPE=WORK:;;100 Waters Edge;Baytown;LA;30314;United States of America
LABEL;TYPE=WORK:100 Waters Edge\nBaytown, LA 30314\nUnited States of America
ADR;TYPE=HOME:;;42 Plantation St.;Baytown;LA;30314;United States of America
LABEL;TYPE=HOME:42 Plantation St.\nBaytown, LA 30314\nUnited States of America
EMAIL;TYPE=PREF,INTERNET:forrestgump@example.com
REV:20080424T195243Z
END:VCARD
"
zbar,decoding,./qrcodes/decoding/v3VCard-BasicWikipedia.png,3,12528,Correct,"BEGIN:VCARD
VERSION:3.0
N:Gump;Forrest
FN:Forrest Gump12.01
ORG:Bubba Gump Shrimp Co.
TITLE:Shrimp Man
PHOTO;VALUE=URL;TYPE=PNG:http://www.printbusinesscards.com/w/images/classic/pbc_header_logo.png
TEL;TYPE=WORK,VOICE:(111) 555-1212
TEL;TYPE=HOME,VOICE:(404) 555-1212
ADR;TYPE=WORK:;;100 Waters Edge;Baytown;LA;30314;United States of America
LABEL;TYPE=WORK:100 Waters Edge\nBaytown, LA 30314\nUnited States of America
ADR;TYPE=HOME:;;42 Plantation St.;Baytown;LA;30314;United States of America
LABEL;TYPE=HOME:42 Plantation St.\nBaytown, LA 30314\nUnited States of America
EMAIL;TYPE=PREF,INTERNET:forrestgump@example.com
REV:20080424T195243Z
END:VCARD","BEGIN:VCARD
VERSION:3.0
N:Gump;Forrest
FN:Forrest Gump12.01
ORG:Bubba Gump Shrimp Co.
TITLE:Shrimp Man
PHOTO;VALUE=URL;TYPE=PNG:http://www.printbusinesscards.com/w/images/classic/pbc_header_logo.png
TEL;TYPE=WORK,VOICE:(111) 555-1212
TEL;TYPE=HOME,VOICE:(404) 555-1212
ADR;TYPE=WORK:;;100 Waters Edge;Baytown;LA;30314;United States of America
LABEL;TYPE=WORK:100 Waters Edge\nBaytown, LA 30314\nUnited States of America
ADR;TYPE=HOME:;;42 Plantation St.;Baytown;LA;30314;United States of America
LABEL;TYPE=HOME:42 Plantation St.\nBaytown, LA 30314\nUnited States of America
EMAIL;TYPE=PREF,INTERNET:forrestgump@example.com
REV:20080424T195243Z
END:VCARD
"
zbar,decoding,./qrcodes/decoding/v3VCard-BasicWikipedia.png,4,12352,Correct,"BEGIN:VCARD
VERSION:3.0
N:Gump;Forrest
FN:Forrest Gump12.01
ORG:Bubba Gump Shrimp Co.
TITLE:Shrimp Man
PHOTO;VALUE=URL;TYPE=PNG:http://www.printbusinesscards.com/w/images/classic/pbc_header_logo.png
TEL;TYPE=WORK,VOICE:(111) 555-1212
TEL;TYPE=HOME,VOICE:(404) 555-1212
ADR;TYPE=WORK:;;100 Waters Edge;Baytown;LA;30314;United States of America
LABEL;TYPE=WORK:100 Waters Edge\nBaytown, LA 30314\nUnited States of America
ADR;TYPE=HOME:;;42 Plantation St.;Baytown;LA;30314;United States of America
LABEL;TYPE=HOME:42 Plantation St.\nBaytown, LA 30314\nUnited States of America
EMAIL;TYPE=PREF,INTERNET:forrestgump@example.com
REV:20080424T195243Z
END:VCARD","BEGIN:VCARD
VERSION:3.0
N:Gump;Forrest
FN:Forrest Gump12.01
ORG:Bubba Gump Shrimp Co.
TITLE:Shrimp Man
PHOTO;VALUE=URL;TYPE=PNG:http://www.printbusinesscards.com/w/images/classic/pbc_header_logo.png
TEL;TYPE=WORK,VOICE:(111) 555-1212
TEL;TYPE=HOME,VOICE:(404) 555-1212
ADR;TYPE=WORK:;;100 Waters Edge;Baytown;LA;30314;United States of America
LABEL;TYPE=WORK:100 Waters Edge\nBaytown, LA 30314\nUnited States of America
ADR;TYPE=HOME:;;42 Plantation St.;Baytown;LA;30314;United States of America
LABEL;TYPE=HOME:42 Plantation St.\nBaytown, LA 30314\nUnited States of America
EMAIL;TYPE=PREF,INTERNET:forrestgump@example.com
REV:20080424T195243Z
END:VCARD
"
zbar,decoding,./qrcodes/decoding/v3VCard-BasicWikipedia.png,5,12316,Correct,"BEGIN:VCARD
VERSION:3.0
N:Gump;Forrest
FN:Forrest Gump12.01
ORG:Bubba Gump Shrimp Co.
TITLE:Shrimp Man
PHOTO;VALUE=URL;TYPE=PNG:http://www.printbusinesscards.com/w/images/classic/pbc_header_logo.png
TEL;TYPE=WORK,VOICE:(111) 555-1212
TEL;TYPE=HOME,VOICE:(404) 555-1212
ADR;TYPE=WORK:;;100 Waters Edge;Baytown;LA;30314;United States of America
LABEL;TYPE=WORK:100 Waters Edge\nBaytown, LA 30314\nUnited States of America
ADR;TYPE=HOME:;;42 Plantation St.;Baytown;LA;30314;United States of America
LABEL;TYPE=HOME:42 Plantation St.\nBaytown, LA 30314\nUnited States of America
EMAIL;TYPE=PREF,INTERNET:forrestgump@example.com
REV:20080424T195243Z
END:VCARD","BEGIN:VCARD
VERSION:3.0
N:Gump;Forrest
FN:Forrest Gump12.01
ORG:Bubba Gump Shrimp Co.
TITLE:Shrimp Man
PHOTO;VALUE=URL;TYPE=PNG:http://www.printbusinesscards.com/w/images/classic/pbc_header_logo.png
TEL;TYPE=WORK,VOICE:(111) 555-1212
TEL;TYPE=HOME,VOICE:(404) 555-1212
ADR;TYPE=WORK:;;100 Waters Edge;Baytown;LA;30314;United States of America
LABEL;TYPE=WORK:100 Waters Edge\nBaytown, LA 30314\nUnited States of America
ADR;TYPE=HOME:;;42 Plantation St.;Baytown;LA;30314;United States of America
LABEL;TYPE=HOME:42 Plantation St.\nBaytown, LA 30314\nUnited States of America
EMAIL;TYPE=PREF,INTERNET:forrestgump@example.com
REV:20080424T195243Z
END:VCARD
"
rqrr,decoding,./qrcodes/decoding/v3Twitter.png,1,2891,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
rqrr,decoding,./qrcodes/decoding/v3Twitter.png,2,2875,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
rqrr,decoding,./qrcodes/decoding/v3Twitter.png,3,2890,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
rqrr,decoding,./qrcodes/decoding/v3Twitter.png,4,2880,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
rqrr,decoding,./qrcodes/decoding/v3Twitter.png,5,2879,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
rxing,decoding,./qrcodes/decoding/v3Twitter.png,1,454,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
rxing,decoding,./qrcodes/decoding/v3Twitter.png,2,435,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
rxing,decoding,./qrcodes/decoding/v3Twitter.png,3,434,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
rxing,decoding,./qrcodes/decoding/v3Twitter.png,4,428,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
rxing,decoding,./qrcodes/decoding/v3Twitter.png,5,437,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
bardecoder,decoding,./qrcodes/decoding/v3Twitter.png,1,1748,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
bardecoder,decoding,./qrcodes/decoding/v3Twitter.png,2,1742,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
bardecoder,decoding,./qrcodes/decoding/v3Twitter.png,3,1791,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
bardecoder,decoding,./qrcodes/decoding/v3Twitter.png,4,1762,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
bardecoder,decoding,./qrcodes/decoding/v3Twitter.png,5,1739,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
zbar,decoding,./qrcodes/decoding/v3Twitter.png,1,3021,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
zbar,decoding,./qrcodes/decoding/v3Twitter.png,2,2948,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
zbar,decoding,./qrcodes/decoding/v3Twitter.png,3,2931,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
zbar,decoding,./qrcodes/decoding/v3Twitter.png,4,3027,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
zbar,decoding,./qrcodes/decoding/v3Twitter.png,5,2928,Correct,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards,http://twitter.com/home?status=I+love+QR+Codes+on+my+Business+Cards
rqrr,decoding,./qrcodes/decoding/v2Email.png,1,1845,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
rqrr,decoding,./qrcodes/decoding/v2Email.png,2,1841,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
rqrr,decoding,./qrcodes/decoding/v2Email.png,3,1849,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
rqrr,decoding,./qrcodes/decoding/v2Email.png,4,1847,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
rqrr,decoding,./qrcodes/decoding/v2Email.png,5,1857,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
rxing,decoding,./qrcodes/decoding/v2Email.png,1,244,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
rxing,decoding,./qrcodes/decoding/v2Email.png,2,238,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
rxing,decoding,./qrcodes/decoding/v2Email.png,3,237,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
rxing,decoding,./qrcodes/decoding/v2Email.png,4,235,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
rxing,decoding,./qrcodes/decoding/v2Email.png,5,236,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
bardecoder,decoding,./qrcodes/decoding/v2Email.png,1,958,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
bardecoder,decoding,./qrcodes/decoding/v2Email.png,2,955,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
bardecoder,decoding,./qrcodes/decoding/v2Email.png,3,951,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
bardecoder,decoding,./qrcodes/decoding/v2Email.png,4,954,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
bardecoder,decoding,./qrcodes/decoding/v2Email.png,5,951,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
zbar,decoding,./qrcodes/decoding/v2Email.png,1,1417,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
zbar,decoding,./qrcodes/decoding/v2Email.png,2,1400,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
zbar,decoding,./qrcodes/decoding/v2Email.png,3,1398,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
zbar,decoding,./qrcodes/decoding/v2Email.png,4,1393,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
zbar,decoding,./qrcodes/decoding/v2Email.png,5,1392,Correct,MAILTO:name@myemail.com,MAILTO:name@myemail.com
rqrr,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,1,4286,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
rqrr,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,2,4287,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
rqrr,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,3,4267,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
rqrr,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,4,4274,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
rqrr,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,5,4269,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
rxing,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,1,715,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
rxing,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,2,691,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
rxing,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,3,678,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
rxing,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,4,678,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
rxing,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,5,679,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
bardecoder,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,1,2369,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
bardecoder,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,2,2508,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
bardecoder,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,3,2383,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
bardecoder,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,4,2357,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
bardecoder,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,5,2455,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
zbar,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,1,4042,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
zbar,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,2,4037,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
zbar,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,3,4075,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
zbar,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,4,4031,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
zbar,decoding,./qrcodes/decoding/v2MeCard-POBOX.png,5,4032,Correct,"MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;","MECARD:N:Standard11.3,Joe;ADR:PO Box 555,Suite 55,5555 Any Street,San Diego,CA,92111,USA;;"
rqrr,decoding,./qrcodes/decoding/v2VCard-Encoding.png,1,9151,Correct,"BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:St=8Bndards;Jos=8E
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Jos=8E St=8Bndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Pr=90sident=8E
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Mus=8Ee du St=89ndards;Service Multim=8Edia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:;;777 South R=91nault;Anyt=9Awn;St=8Bte;99999;C=99untry
END:VCARD","BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:St=8Bndards;Jos=8E
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Jos=8E St=8Bndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Pr=90sident=8E
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Mus=8Ee du St=89ndards;Service Multim=8Edia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:;;777 South R=91nault;Anyt=9Awn;St=8Bte;99999;C=99untry
END:VCARD
"
rqrr,decoding,./qrcodes/decoding/v2VCard-Encoding.png,2,8948,Correct,"BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:St=8Bndards;Jos=8E
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Jos=8E St=8Bndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Pr=90sident=8E
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Mus=8Ee du St=89ndards;Service Multim=8Edia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:;;777 South R=91nault;Anyt=9Awn;St=8Bte;99999;C=99untry
END:VCARD","BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:St=8Bndards;Jos=8E
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Jos=8E St=8Bndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Pr=90sident=8E
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Mus=8Ee du St=89ndards;Service Multim=8Edia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:;;777 South R=91nault;Anyt=9Awn;St=8Bte;99999;C=99untry
END:VCARD
"
rqrr,decoding,./qrcodes/decoding/v2VCard-Encoding.png,3,8942,Correct,"BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:St=8Bndards;Jos=8E
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Jos=8E St=8Bndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Pr=90sident=8E
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Mus=8Ee du St=89ndards;Service Multim=8Edia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:;;777 South R=91nault;Anyt=9Awn;St=8Bte;99999;C=99untry
END:VCARD","BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:St=8Bndards;Jos=8E
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Jos=8E St=8Bndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Pr=90sident=8E
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Mus=8Ee du St=89ndards;Service Multim=8Edia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:;;777 South R=91nault;Anyt=9Awn;St=8Bte;99999;C=99untry
END:VCARD
"
rqrr,decoding,./qrcodes/decoding/v2VCard-Encoding.png,4,8938,Correct,"BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:St=8Bndards;Jos=8E
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Jos=8E St=8Bndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Pr=90sident=8E
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Mus=8Ee du St=89ndards;Service Multim=8Edia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:;;777 South R=91nault;Anyt=9Awn;St=8Bte;99999;C=99untry
END:VCARD","BEGIN:VCARD
VERSION:2.1
N;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:St=8Bndards;Jos=8E
FN;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Jos=8E St=8Bndards12.03
TITLE;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Pr=90sident=8E
ORG;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:Mus=8Ee du St=89ndards;Service Multim=8Edia
ADR;WORK;ENCODING=QUOTED-PRINTABLE;CHARSET=macintosh:;;777 South R=91nault;Anyt=9Awn;St=8Bte;99999;C=99untry
END:VCARD
"
